radar_id,longitude,latitude,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
6234,4.7899,52.9533,2013-04-05 00:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 00:00:00+00,2,66,0,0,0
6260,5.1783,52.1017,2013-04-05 00:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 00:00:00+00,2,88,0,0,0
6410,3.0654,51.1927,2013-04-05 00:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 00:00:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 00:00:00+00,2,42,0,0,0
6477,5.5045,49.914,2013-04-05 00:00:00+00,1,14,1.40141,3.77155,36.48316
6477,5.5045,49.914,2013-04-05 00:00:00+00,2,17,0,0,0
6234,4.7899,52.9533,2013-04-05 00:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 00:20:00+00,2,64,0,0,0
6260,5.1783,52.1017,2013-04-05 00:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 00:20:00+00,2,87,0,0,0
6410,3.0654,51.1927,2013-04-05 00:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 00:20:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 00:20:00+00,2,41,0,0,0
6477,5.5045,49.914,2013-04-05 00:20:00+00,1,7,1.50003,3.82894,33.94683
6477,5.5045,49.914,2013-04-05 00:20:00+00,2,7,1.52831,2.17383,10.10277
6234,4.7899,52.9533,2013-04-05 00:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 00:40:00+00,2,71,0,0,0
6260,5.1783,52.1017,2013-04-05 00:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 00:40:00+00,2,83,0,0,0
6410,3.0654,51.1927,2013-04-05 00:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 00:40:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 00:40:00+00,1,1,0,0,0
6451,4.451,50.901,2013-04-05 00:40:00+00,2,40,0,0,0
6477,5.5045,49.914,2013-04-05 00:40:00+00,1,7,1.67673,3.43141,38.09849
6477,5.5045,49.914,2013-04-05 00:40:00+00,2,6,1.60154,2.55637,11.96199
6234,4.7899,52.9533,2013-04-05 01:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 01:00:00+00,2,64,0,0,0
6260,5.1783,52.1017,2013-04-05 01:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 01:00:00+00,2,81,0,0,0
6410,3.0654,51.1927,2013-04-05 01:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 01:00:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 01:00:00+00,1,3,0,0,0
6451,4.451,50.901,2013-04-05 01:00:00+00,2,56,0,0,0
6477,5.5045,49.914,2013-04-05 01:00:00+00,1,14,1.33162,3.19070,31.57579
6477,5.5045,49.914,2013-04-05 01:00:00+00,2,17,1.13509,1.94062,11.13865
6234,4.7899,52.9533,2013-04-05 01:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 01:20:00+00,2,64,0,0,0
6260,5.1783,52.1017,2013-04-05 01:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 01:20:00+00,2,74,0,0,0
6410,3.0654,51.1927,2013-04-05 01:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 01:20:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 01:20:00+00,1,2,0,0,0
6451,4.451,50.901,2013-04-05 01:20:00+00,2,38,0,0,0
6477,5.5045,49.914,2013-04-05 01:20:00+00,1,7,0.68361,3.07927,24.48781
6477,5.5045,49.914,2013-04-05 01:20:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 01:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 01:40:00+00,2,65,0,0,0
6260,5.1783,52.1017,2013-04-05 01:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 01:40:00+00,2,73,0,0,0
6410,3.0654,51.1927,2013-04-05 01:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 01:40:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 01:40:00+00,1,1,0,0,0
6451,4.451,50.901,2013-04-05 01:40:00+00,2,42,0,0,0
6477,5.5045,49.914,2013-04-05 01:40:00+00,1,7,0.32402,2.43969,17.94027
6477,5.5045,49.914,2013-04-05 01:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 02:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 02:00:00+00,2,66,0,0,0
6260,5.1783,52.1017,2013-04-05 02:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 02:00:00+00,2,66,0,0,0
6410,3.0654,51.1927,2013-04-05 02:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 02:00:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 02:00:00+00,1,3,0,0,0
6451,4.451,50.901,2013-04-05 02:00:00+00,2,31,0,0,0
6477,5.5045,49.914,2013-04-05 02:00:00+00,1,14,0.13466,2.27704,16.71367
6477,5.5045,49.914,2013-04-05 02:00:00+00,2,19,0,0,0
6234,4.7899,52.9533,2013-04-05 02:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 02:20:00+00,2,63,0,0,0
6260,5.1783,52.1017,2013-04-05 02:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 02:20:00+00,2,69,0,0,0
6410,3.0654,51.1927,2013-04-05 02:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 02:20:00+00,2,77,0,0,0
6451,4.451,50.901,2013-04-05 02:20:00+00,1,1,0,0,0
6451,4.451,50.901,2013-04-05 02:20:00+00,2,23,0,0,0
6477,5.5045,49.914,2013-04-05 02:20:00+00,1,7,-0.02120,2.02940,15.14081
6477,5.5045,49.914,2013-04-05 02:20:00+00,2,7,0,0,0
6234,4.7899,52.9533,2013-04-05 02:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 02:40:00+00,2,71,0,0,0
6260,5.1783,52.1017,2013-04-05 02:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 02:40:00+00,2,69,0,0,0
6410,3.0654,51.1927,2013-04-05 02:40:00+00,1,28,-4.18863,-1.28602,10.09985
6410,3.0654,51.1927,2013-04-05 02:40:00+00,2,76,0,0,0
6451,4.451,50.901,2013-04-05 02:40:00+00,1,3,0,0,0
6451,4.451,50.901,2013-04-05 02:40:00+00,2,24,0,0,0
6477,5.5045,49.914,2013-04-05 02:40:00+00,1,7,-0.03745,2.04577,14.73483
6477,5.5045,49.914,2013-04-05 02:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 03:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 03:00:00+00,2,68,0,0,0
6260,5.1783,52.1017,2013-04-05 03:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 03:00:00+00,2,62,0,0,0
6410,3.0654,51.1927,2013-04-05 03:00:00+00,1,28,-5.24723,-1.83573,11.71478
6410,3.0654,51.1927,2013-04-05 03:00:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 03:00:00+00,1,2,0,0,0
6451,4.451,50.901,2013-04-05 03:00:00+00,2,20,0,0,0
6477,5.5045,49.914,2013-04-05 03:00:00+00,1,14,-0.01371,1.87381,15.54345
6477,5.5045,49.914,2013-04-05 03:00:00+00,2,18,0,0,0
6234,4.7899,52.9533,2013-04-05 03:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 03:20:00+00,2,72,0,0,0
6260,5.1783,52.1017,2013-04-05 03:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 03:20:00+00,2,61,0,0,0
6410,3.0654,51.1927,2013-04-05 03:20:00+00,1,28,-4.56929,-2.23661,11.73040
6410,3.0654,51.1927,2013-04-05 03:20:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 03:20:00+00,1,2,0,0,0
6451,4.451,50.901,2013-04-05 03:20:00+00,2,18,0,0,0
6477,5.5045,49.914,2013-04-05 03:20:00+00,1,7,0.06136,1.83149,14.00569
6477,5.5045,49.914,2013-04-05 03:20:00+00,2,7,0,0,0
6234,4.7899,52.9533,2013-04-05 03:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 03:40:00+00,2,71,0,0,0
6260,5.1783,52.1017,2013-04-05 03:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 03:40:00+00,2,61,0,0,0
6410,3.0654,51.1927,2013-04-05 03:40:00+00,1,28,-3.19941,-2.37439,11.24924
6410,3.0654,51.1927,2013-04-05 03:40:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 03:40:00+00,1,1,0,0,0
6451,4.451,50.901,2013-04-05 03:40:00+00,2,24,0,0,0
6477,5.5045,49.914,2013-04-05 03:40:00+00,1,7,-0.11774,1.50796,12.84519
6477,5.5045,49.914,2013-04-05 03:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 04:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 04:00:00+00,2,72,0,0,0
6260,5.1783,52.1017,2013-04-05 04:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 04:00:00+00,2,58,0,0,0
6410,3.0654,51.1927,2013-04-05 04:00:00+00,1,28,-3.41827,-2.50812,12.92184
6410,3.0654,51.1927,2013-04-05 04:00:00+00,2,83,0,0,0
6451,4.451,50.901,2013-04-05 04:00:00+00,1,1,0,0,0
6451,4.451,50.901,2013-04-05 04:00:00+00,2,49,0,0,0
6477,5.5045,49.914,2013-04-05 04:00:00+00,1,14,0.19910,1.94243,15.10478
6477,5.5045,49.914,2013-04-05 04:00:00+00,2,17,0,0,0
6234,4.7899,52.9533,2013-04-05 04:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 04:20:00+00,2,73,0,0,0
6260,5.1783,52.1017,2013-04-05 04:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 04:20:00+00,2,54,0,0,0
6410,3.0654,51.1927,2013-04-05 04:20:00+00,1,28,-4.46941,-2.13646,20.09560
6410,3.0654,51.1927,2013-04-05 04:20:00+00,2,80,0,0,0
6451,4.451,50.901,2013-04-05 04:20:00+00,1,2,0,0,0
6451,4.451,50.901,2013-04-05 04:20:00+00,2,43,0,0,0
6477,5.5045,49.914,2013-04-05 04:20:00+00,1,7,0.41261,2.07488,14.05909
6477,5.5045,49.914,2013-04-05 04:20:00+00,2,8,0,0,0
6234,4.7899,52.9533,2013-04-05 04:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 04:40:00+00,2,72,0,0,0
6260,5.1783,52.1017,2013-04-05 04:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 04:40:00+00,2,55,0,0,0
6410,3.0654,51.1927,2013-04-05 04:40:00+00,1,28,-4.94308,-1.72105,20.80742
6410,3.0654,51.1927,2013-04-05 04:40:00+00,2,65,0,0,0
6451,4.451,50.901,2013-04-05 04:40:00+00,1,2,0,0,0
6451,4.451,50.901,2013-04-05 04:40:00+00,2,31,0,0,0
6477,5.5045,49.914,2013-04-05 04:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 04:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 05:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 05:00:00+00,2,72,0,0,0
6260,5.1783,52.1017,2013-04-05 05:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 05:00:00+00,2,53,0,0,0
6410,3.0654,51.1927,2013-04-05 05:00:00+00,1,28,-4.31438,-1.30720,20.20364
6410,3.0654,51.1927,2013-04-05 05:00:00+00,2,58,0,0,0
6451,4.451,50.901,2013-04-05 05:00:00+00,1,3,-2.01645,-2.56413,10.47455
6451,4.451,50.901,2013-04-05 05:00:00+00,2,19,0,0,0
6477,5.5045,49.914,2013-04-05 05:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 05:00:00+00,2,16,0,0,0
6234,4.7899,52.9533,2013-04-05 05:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 05:20:00+00,2,74,0,0,0
6260,5.1783,52.1017,2013-04-05 05:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 05:20:00+00,2,54,0,0,0
6410,3.0654,51.1927,2013-04-05 05:20:00+00,1,28,-3.75605,-1.43829,15.53787
6410,3.0654,51.1927,2013-04-05 05:20:00+00,2,57,0,0,0
6451,4.451,50.901,2013-04-05 05:20:00+00,1,4,0,0,0
6451,4.451,50.901,2013-04-05 05:20:00+00,2,20,0,0,0
6477,5.5045,49.914,2013-04-05 05:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 05:20:00+00,2,8,0,0,0
6234,4.7899,52.9533,2013-04-05 05:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 05:40:00+00,2,77,0,0,0
6260,5.1783,52.1017,2013-04-05 05:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 05:40:00+00,2,51,0,0,0
6410,3.0654,51.1927,2013-04-05 05:40:00+00,1,28,-3.14709,-1.36075,15.56760
6410,3.0654,51.1927,2013-04-05 05:40:00+00,2,59,0,0,0
6451,4.451,50.901,2013-04-05 05:40:00+00,1,4,0,0,0
6451,4.451,50.901,2013-04-05 05:40:00+00,2,16,0,0,0
6477,5.5045,49.914,2013-04-05 05:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 05:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 06:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 06:00:00+00,2,86,0,0,0
6260,5.1783,52.1017,2013-04-05 06:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 06:00:00+00,2,55,0,0,0
6410,3.0654,51.1927,2013-04-05 06:00:00+00,1,28,-0.59623,-1.31116,12.45068
6410,3.0654,51.1927,2013-04-05 06:00:00+00,2,57,0,0,0
6451,4.451,50.901,2013-04-05 06:00:00+00,1,4,0,0,0
6477,5.5045,49.914,2013-04-05 06:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 06:00:00+00,2,16,0,0,0
6234,4.7899,52.9533,2013-04-05 06:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 06:20:00+00,2,80,0,0,0
6260,5.1783,52.1017,2013-04-05 06:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 06:20:00+00,2,56,0,0,0
6410,3.0654,51.1927,2013-04-05 06:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 06:20:00+00,2,55,0,0,0
6451,4.451,50.901,2013-04-05 06:20:00+00,1,3,0,0,0
6451,4.451,50.901,2013-04-05 06:20:00+00,2,1,0,0,0
6477,5.5045,49.914,2013-04-05 06:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 06:20:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 06:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 06:40:00+00,2,85,0,0,0
6260,5.1783,52.1017,2013-04-05 06:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 06:40:00+00,2,57,0,0,0
6410,3.0654,51.1927,2013-04-05 06:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 06:40:00+00,2,69,0,0,0
6451,4.451,50.901,2013-04-05 06:40:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 06:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 06:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 07:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 07:00:00+00,2,87,0,0,0
6260,5.1783,52.1017,2013-04-05 07:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 07:00:00+00,2,56,0,0,0
6410,3.0654,51.1927,2013-04-05 07:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 07:00:00+00,2,72,0,0,0
6451,4.451,50.901,2013-04-05 07:00:00+00,1,11,0,0,0
6451,4.451,50.901,2013-04-05 07:00:00+00,2,2,0,0,0
6477,5.5045,49.914,2013-04-05 07:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 07:00:00+00,2,20,0,0,0
6234,4.7899,52.9533,2013-04-05 07:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 07:20:00+00,2,83,0,0,0
6260,5.1783,52.1017,2013-04-05 07:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 07:20:00+00,2,56,0,0,0
6410,3.0654,51.1927,2013-04-05 07:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 07:20:00+00,2,76,0,0,0
6451,4.451,50.901,2013-04-05 07:20:00+00,1,6,0,0,0
6451,4.451,50.901,2013-04-05 07:20:00+00,2,10,0,0,0
6477,5.5045,49.914,2013-04-05 07:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 07:20:00+00,2,14,0,0,0
6234,4.7899,52.9533,2013-04-05 07:40:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 07:40:00+00,2,80,0,0,0
6260,5.1783,52.1017,2013-04-05 07:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 07:40:00+00,2,54,0,0,0
6410,3.0654,51.1927,2013-04-05 07:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 07:40:00+00,2,84,0,0,0
6451,4.451,50.901,2013-04-05 07:40:00+00,1,13,0,0,0
6451,4.451,50.901,2013-04-05 07:40:00+00,2,29,0,0,0
6477,5.5045,49.914,2013-04-05 07:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 07:40:00+00,2,19,0,0,0
6234,4.7899,52.9533,2013-04-05 08:00:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 08:00:00+00,2,73,0,0,0
6260,5.1783,52.1017,2013-04-05 08:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 08:00:00+00,2,53,0,0,0
6410,3.0654,51.1927,2013-04-05 08:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 08:00:00+00,2,77,0,0,0
6451,4.451,50.901,2013-04-05 08:00:00+00,1,5,0,0,0
6451,4.451,50.901,2013-04-05 08:00:00+00,2,42,0,0,0
6477,5.5045,49.914,2013-04-05 08:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 08:00:00+00,2,38,0,0,0
6234,4.7899,52.9533,2013-04-05 08:20:00+00,1,28,0,0,0
6234,4.7899,52.9533,2013-04-05 08:20:00+00,2,68,0,0,0
6260,5.1783,52.1017,2013-04-05 08:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 08:20:00+00,2,52,0,0,0
6410,3.0654,51.1927,2013-04-05 08:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 08:20:00+00,2,68,0,0,0
6451,4.451,50.901,2013-04-05 08:20:00+00,1,4,0,0,0
6451,4.451,50.901,2013-04-05 08:20:00+00,2,35,0,0,0
6477,5.5045,49.914,2013-04-05 08:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 08:20:00+00,2,17,0,0,0
6234,4.7899,52.9533,2013-04-05 08:40:00+00,1,28,-0.75468,-0.49078,10.97713
6234,4.7899,52.9533,2013-04-05 08:40:00+00,2,78,0,0,0
6260,5.1783,52.1017,2013-04-05 08:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 08:40:00+00,2,52,0,0,0
6410,3.0654,51.1927,2013-04-05 08:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 08:40:00+00,2,72,0,0,0
6451,4.451,50.901,2013-04-05 08:40:00+00,1,8,0,0,0
6451,4.451,50.901,2013-04-05 08:40:00+00,2,32,0,0,0
6477,5.5045,49.914,2013-04-05 08:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 08:40:00+00,2,18,0,0,0
6234,4.7899,52.9533,2013-04-05 09:00:00+00,1,28,-0.36715,-0.33157,14.35112
6234,4.7899,52.9533,2013-04-05 09:00:00+00,2,79,0,0,0
6260,5.1783,52.1017,2013-04-05 09:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 09:00:00+00,2,47,0,0,0
6410,3.0654,51.1927,2013-04-05 09:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 09:00:00+00,2,76,0,0,0
6451,4.451,50.901,2013-04-05 09:00:00+00,1,9,0,0,0
6451,4.451,50.901,2013-04-05 09:00:00+00,2,22,0,0,0
6477,5.5045,49.914,2013-04-05 09:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 09:00:00+00,2,32,0,0,0
6234,4.7899,52.9533,2013-04-05 09:20:00+00,1,28,-0.35101,-0.48166,17.42916
6234,4.7899,52.9533,2013-04-05 09:20:00+00,2,76,0,0,0
6260,5.1783,52.1017,2013-04-05 09:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 09:20:00+00,2,49,0,0,0
6410,3.0654,51.1927,2013-04-05 09:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 09:20:00+00,2,55,0,0,0
6451,4.451,50.901,2013-04-05 09:20:00+00,1,11,0,0,0
6451,4.451,50.901,2013-04-05 09:20:00+00,2,8,0,0,0
6477,5.5045,49.914,2013-04-05 09:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 09:20:00+00,2,19,0,0,0
6234,4.7899,52.9533,2013-04-05 09:40:00+00,1,28,-0.65714,-0.92906,20.05769
6234,4.7899,52.9533,2013-04-05 09:40:00+00,2,70,0,0,0
6260,5.1783,52.1017,2013-04-05 09:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 09:40:00+00,2,48,0,0,0
6410,3.0654,51.1927,2013-04-05 09:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 09:40:00+00,2,51,0,0,0
6451,4.451,50.901,2013-04-05 09:40:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 09:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 09:40:00+00,2,18,0,0,0
6234,4.7899,52.9533,2013-04-05 10:00:00+00,1,28,-0.87679,-1.18493,22.21862
6234,4.7899,52.9533,2013-04-05 10:00:00+00,2,74,0,0,0
6260,5.1783,52.1017,2013-04-05 10:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 10:00:00+00,2,50,0,0,0
6410,3.0654,51.1927,2013-04-05 10:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 10:00:00+00,2,43,0,0,0
6451,4.451,50.901,2013-04-05 10:00:00+00,1,4,0,0,0
6477,5.5045,49.914,2013-04-05 10:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 10:00:00+00,2,29,0,0,0
6234,4.7899,52.9533,2013-04-05 10:20:00+00,1,28,-0.84404,-1.08612,23.15600
6234,4.7899,52.9533,2013-04-05 10:20:00+00,2,78,0,0,0
6260,5.1783,52.1017,2013-04-05 10:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 10:20:00+00,2,48,0,0,0
6410,3.0654,51.1927,2013-04-05 10:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 10:20:00+00,2,40,0,0,0
6451,4.451,50.901,2013-04-05 10:20:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 10:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 10:20:00+00,2,12,0,0,0
6234,4.7899,52.9533,2013-04-05 10:40:00+00,1,28,-0.69268,-1.05981,23.13839
6234,4.7899,52.9533,2013-04-05 10:40:00+00,2,76,0,0,0
6260,5.1783,52.1017,2013-04-05 10:40:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 10:40:00+00,2,50,0,0,0
6410,3.0654,51.1927,2013-04-05 10:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 10:40:00+00,2,52,0,0,0
6451,4.451,50.901,2013-04-05 10:40:00+00,1,4,0,0,0
6477,5.5045,49.914,2013-04-05 10:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 10:40:00+00,2,13,0,0,0
6234,4.7899,52.9533,2013-04-05 11:00:00+00,1,28,-0.79633,-1.14333,21.49994
6234,4.7899,52.9533,2013-04-05 11:00:00+00,2,72,0,0,0
6260,5.1783,52.1017,2013-04-05 11:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 11:00:00+00,2,51,0,0,0
6410,3.0654,51.1927,2013-04-05 11:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 11:00:00+00,2,55,0,0,0
6451,4.451,50.901,2013-04-05 11:00:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 11:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 11:00:00+00,2,14,0,0,0
6234,4.7899,52.9533,2013-04-05 11:20:00+00,1,28,-0.75365,-1.35396,18.46817
6234,4.7899,52.9533,2013-04-05 11:20:00+00,2,69,0,0,0
6260,5.1783,52.1017,2013-04-05 11:20:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 11:20:00+00,2,52,0,0,0
6410,3.0654,51.1927,2013-04-05 11:20:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 11:20:00+00,2,74,0,0,0
6451,4.451,50.901,2013-04-05 11:20:00+00,1,4,0,0,0
6477,5.5045,49.914,2013-04-05 11:20:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 11:20:00+00,2,8,0,0,0
6234,4.7899,52.9533,2013-04-05 11:40:00+00,1,28,-0.83175,-1.31897,21.22407
6234,4.7899,52.9533,2013-04-05 11:40:00+00,2,66,0,0,0
6260,5.1783,52.1017,2013-04-05 11:40:00+00,1,27,0,0,0
6260,5.1783,52.1017,2013-04-05 11:40:00+00,2,48,0,0,0
6410,3.0654,51.1927,2013-04-05 11:40:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 11:40:00+00,2,80,0,0,0
6451,4.451,50.901,2013-04-05 11:40:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 11:40:00+00,1,7,0,0,0
6477,5.5045,49.914,2013-04-05 11:40:00+00,2,9,0,0,0
6234,4.7899,52.9533,2013-04-05 12:00:00+00,1,28,-0.93155,-1.60721,17.30461
6234,4.7899,52.9533,2013-04-05 12:00:00+00,2,66,0,0,0
6260,5.1783,52.1017,2013-04-05 12:00:00+00,1,28,0,0,0
6260,5.1783,52.1017,2013-04-05 12:00:00+00,2,49,0,0,0
6410,3.0654,51.1927,2013-04-05 12:00:00+00,1,28,0,0,0
6410,3.0654,51.1927,2013-04-05 12:00:00+00,2,67,0,0,0
6451,4.451,50.901,2013-04-05 12:00:00+00,1,3,0,0,0
6477,5.5045,49.914,2013-04-05 12:00:00+00,1,14,0,0,0
6477,5.5045,49.914,2013-04-05 12:00:00+00,2,16,0,0,0
6234,4.7899,52.9533,2013-04-05 12:20:00+00,1,28,-1.34180,-1.99907,18.24468
6234,4.7899,52.9533,2013-04-05 12:20:00+00,2,68,0,0,0
6260,5.1783,52.1017,2013-04-05 12:20:00+00,1,28,0,0,0
