radar_id,interval_start_time,altitude_band,avg_u_speed,avg_v_speed,avg_bird_density,vertical_integrated_density,number_of_measurements
6451,2013-04-06 11:00:00+00,1,-0.72184,-1.45546,0.79320,1.11048,10
6451,2013-04-06 11:00:00+00,2,0,0,0.00000,0.00000,15
6477,2013-04-06 11:00:00+00,1,0,0,0.00000,0.00000,14
6477,2013-04-06 11:00:00+00,2,0,0,0.00000,0.00000,15
6234,2013-04-06 11:20:00+00,1,-0.09210,-0.46637,3.54068,4.95695,28
6234,2013-04-06 11:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 11:20:00+00,1,-1.60261,-0.00245,5.75434,8.05607,28
6260,2013-04-06 11:20:00+00,2,0,0,0.00000,0.00000,42
6410,2013-04-06 11:20:00+00,1,0.99189,0.53309,1.86408,2.60972,28
6410,2013-04-06 11:20:00+00,2,0,0,0.00000,0.00000,36
6451,2013-04-06 11:20:00+00,1,1.80664,-0.75075,0.89797,1.25715,10
6451,2013-04-06 11:20:00+00,2,0,0,0.00000,0.00000,12
6477,2013-04-06 11:20:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 11:20:00+00,2,0,0,0.00000,0.00000,10
6234,2013-04-06 11:40:00+00,1,-0.11508,-0.31302,3.78641,5.30098,28
6234,2013-04-06 11:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 11:40:00+00,1,-1.70476,-0.32915,5.88597,8.24036,28
6260,2013-04-06 11:40:00+00,2,0,0,0.00000,0.00000,44
6410,2013-04-06 11:40:00+00,1,0.75780,0.33982,2.18879,3.06431,28
6410,2013-04-06 11:40:00+00,2,0,0,0.00282,0.00678,39
6451,2013-04-06 11:40:00+00,1,0.88149,-0.86286,0.87144,1.22001,10
6451,2013-04-06 11:40:00+00,2,0,0,0.00000,0.00000,12
6477,2013-04-06 11:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 11:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 12:00:00+00,1,-0.08615,-0.53109,3.74300,5.24020,28
6234,2013-04-06 12:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 12:00:00+00,1,-1.97740,-0.50250,6.22147,8.71006,28
6260,2013-04-06 12:00:00+00,2,0,0,0.02506,0.06014,44
6410,2013-04-06 12:00:00+00,1,0.92883,0.35813,1.86604,2.61246,28
6410,2013-04-06 12:00:00+00,2,0,0,0.00293,0.00704,40
6451,2013-04-06 12:00:00+00,1,-0.20745,-1.74557,0.88305,1.23627,8
6451,2013-04-06 12:00:00+00,2,0,0,0.00000,0.00000,10
6477,2013-04-06 12:00:00+00,1,0,0,0.00000,0.00000,14
6477,2013-04-06 12:00:00+00,2,0,0,0.00000,0.00000,14
6234,2013-04-06 12:20:00+00,1,0.13345,-0.42887,3.00878,4.21229,28
6234,2013-04-06 12:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 12:20:00+00,1,-1.59368,-0.27410,5.32717,7.45803,28
6260,2013-04-06 12:20:00+00,2,0,0,0.01886,0.04526,46
6410,2013-04-06 12:20:00+00,1,1.09458,0.41051,1.73912,2.43477,28
6410,2013-04-06 12:20:00+00,2,0,0,0.01428,0.03426,41
6451,2013-04-06 12:20:00+00,1,-1.08182,-0.87370,1.00154,1.40215,6
6451,2013-04-06 12:20:00+00,2,0,0,0.00000,0.00000,6
6477,2013-04-06 12:20:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 12:20:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 12:40:00+00,1,0.15730,-0.43236,3.21073,4.49502,28
6234,2013-04-06 12:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 12:40:00+00,1,-1.31539,-0.29356,5.51637,7.72291,28
6260,2013-04-06 12:40:00+00,2,0,0,0.00738,0.01770,47
6410,2013-04-06 12:40:00+00,1,1.21265,0.40574,1.53166,2.14433,28
6410,2013-04-06 12:40:00+00,2,0,0,0.00000,0.00000,43
6451,2013-04-06 12:40:00+00,1,-0.89203,0.67771,1.11220,1.55708,6
6451,2013-04-06 12:40:00+00,2,0,0,0.00000,0.00000,4
6477,2013-04-06 12:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 12:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 13:00:00+00,1,0.23024,-0.44007,3.29728,4.61620,28
6234,2013-04-06 13:00:00+00,2,0,0,0.00510,0.01223,48
6260,2013-04-06 13:00:00+00,1,-1.02629,0.15097,4.70554,6.58776,28
6260,2013-04-06 13:00:00+00,2,0,0,0.00429,0.01030,46
6410,2013-04-06 13:00:00+00,1,1.02655,0.24176,1.49179,2.08851,28
6410,2013-04-06 13:00:00+00,2,0,0,0.00069,0.00167,44
6451,2013-04-06 13:00:00+00,1,-0.62221,-0.02599,1.23558,1.72981,6
6451,2013-04-06 13:00:00+00,2,0,0,0.00000,0.00000,4
6477,2013-04-06 13:00:00+00,1,0,0,0.00000,0.00000,14
6477,2013-04-06 13:00:00+00,2,0,0,0.00000,0.00000,18
6234,2013-04-06 13:20:00+00,1,0.40266,-0.06543,3.34581,4.68413,28
6234,2013-04-06 13:20:00+00,2,0,0,0.01248,0.02995,48
6260,2013-04-06 13:20:00+00,1,-0.11610,0.56059,4.10775,5.75085,28
6260,2013-04-06 13:20:00+00,2,0,0,0.00000,0.00000,45
6410,2013-04-06 13:20:00+00,1,0.95999,0.45356,1.81676,2.54346,28
6410,2013-04-06 13:20:00+00,2,0,0,0.00000,0.00000,44
6451,2013-04-06 13:20:00+00,1,0.19552,-0.35450,1.11025,1.55435,6
6451,2013-04-06 13:20:00+00,2,0,0,0.00000,0.00000,6
6477,2013-04-06 13:20:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 13:20:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 13:40:00+00,1,0.72839,0.22566,3.40283,4.76396,28
6234,2013-04-06 13:40:00+00,2,0,0,0.00132,0.00316,48
6260,2013-04-06 13:40:00+00,1,-0.40082,0.47889,3.93412,5.50777,28
6260,2013-04-06 13:40:00+00,2,0,0,0.00000,0.00000,47
6410,2013-04-06 13:40:00+00,1,0.66807,0.56265,1.38680,1.94152,28
6410,2013-04-06 13:40:00+00,2,0,0,0.00857,0.02056,42
6451,2013-04-06 13:40:00+00,1,1.32972,1.18216,1.97565,2.76591,4
6451,2013-04-06 13:40:00+00,2,0,0,0.00000,0.00000,6
6477,2013-04-06 13:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 13:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 14:00:00+00,1,0.39882,-0.07437,2.78075,3.89304,28
6234,2013-04-06 14:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 14:00:00+00,1,-0.53865,0.44777,4.13420,5.78789,28
6260,2013-04-06 14:00:00+00,2,0,0,0.00000,0.00000,46
6410,2013-04-06 14:00:00+00,1,0.24004,0.60382,1.57087,2.19921,28
6410,2013-04-06 14:00:00+00,2,0,0,0.00000,0.00000,42
6451,2013-04-06 14:00:00+00,1,1.74056,2.77646,1.34542,1.88359,7
6451,2013-04-06 14:00:00+00,2,0,0,0.00000,0.00000,4
6477,2013-04-06 14:00:00+00,1,-0.95960,-4.41371,0.42398,0.59357,14
6477,2013-04-06 14:00:00+00,2,0,0,0.00000,0.00000,17
6234,2013-04-06 14:20:00+00,1,0.20883,0.33202,2.72273,3.81182,28
6234,2013-04-06 14:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 14:20:00+00,1,-0.51595,0.72175,4.29328,6.01060,28
6260,2013-04-06 14:20:00+00,2,0,0,0.00000,0.00000,41
6410,2013-04-06 14:20:00+00,1,0.15510,0.53630,1.62612,2.27657,28
6410,2013-04-06 14:20:00+00,2,0,0,0.00000,0.00000,43
6451,2013-04-06 14:20:00+00,1,1.86241,1.48905,1.37064,1.91889,7
6451,2013-04-06 14:20:00+00,2,0,0,0.00000,0.00000,3
6477,2013-04-06 14:20:00+00,1,-1.37751,-4.03634,0.25217,0.35303,7
6477,2013-04-06 14:20:00+00,2,0,0,0.00000,0.00000,10
6234,2013-04-06 14:40:00+00,1,-0.02957,-0.13795,2.50816,3.51143,28
6234,2013-04-06 14:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 14:40:00+00,1,-0.03178,1.10021,5.18217,7.25504,28
6260,2013-04-06 14:40:00+00,2,0,0,0.00000,0.00000,45
6410,2013-04-06 14:40:00+00,1,-0.12445,0.43447,1.41361,1.97905,28
6410,2013-04-06 14:40:00+00,2,0,0,0.00454,0.01091,42
6451,2013-04-06 14:40:00+00,1,1.08358,2.79575,1.87021,2.61830,5
6451,2013-04-06 14:40:00+00,2,0,0,0.00000,0.00000,1
6477,2013-04-06 14:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 14:40:00+00,2,0,0,0.00000,0.00000,7
6234,2013-04-06 15:00:00+00,1,-0.03196,-0.39207,2.01909,2.82673,28
6234,2013-04-06 15:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 15:00:00+00,1,0.36339,1.19674,4.96749,6.95449,28
6260,2013-04-06 15:00:00+00,2,0,0,0.00000,0.00000,45
6410,2013-04-06 15:00:00+00,1,-0.13942,0.10948,1.37836,1.92970,28
6410,2013-04-06 15:00:00+00,2,0,0,0.01063,0.02551,43
6451,2013-04-06 15:00:00+00,1,0.57345,3.03780,2.13591,2.99027,6
6477,2013-04-06 15:00:00+00,1,-1.39889,-3.84894,0.25283,0.35396,14
6477,2013-04-06 15:00:00+00,2,0,0,0.00000,0.00000,18
6234,2013-04-06 15:20:00+00,1,0.06675,-0.47118,1.87593,2.62630,28
6234,2013-04-06 15:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 15:20:00+00,1,0.07756,0.95288,4.56509,6.39113,28
6260,2013-04-06 15:20:00+00,2,0,0,0.00000,0.00000,46
6410,2013-04-06 15:20:00+00,1,-0.40718,0.42748,1.46784,2.05498,28
6410,2013-04-06 15:20:00+00,2,0,0,0.00201,0.00484,43
6451,2013-04-06 15:20:00+00,1,0.95520,2.88601,3.17173,4.44042,6
6477,2013-04-06 15:20:00+00,1,0,0,0.07479,0.10471,7
6477,2013-04-06 15:20:00+00,2,0,0,0.00000,0.00000,10
6234,2013-04-06 15:40:00+00,1,0.40037,-0.07772,1.91948,2.68727,28
6234,2013-04-06 15:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 15:40:00+00,1,0.41025,1.33844,4.15161,5.81225,28
6260,2013-04-06 15:40:00+00,2,0,0,0.00000,0.00000,47
6410,2013-04-06 15:40:00+00,1,-0.42509,0.30363,1.12178,1.57049,28
6410,2013-04-06 15:40:00+00,2,0,0,0.00386,0.00926,45
6451,2013-04-06 15:40:00+00,1,1.43214,4.26599,3.21490,4.50086,7
6477,2013-04-06 15:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 15:40:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 16:00:00+00,1,0.85090,0.18226,1.79827,2.51758,28
6234,2013-04-06 16:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 16:00:00+00,1,0.48929,1.39886,4.71936,6.60710,28
6260,2013-04-06 16:00:00+00,2,0,0,0.02306,0.05535,43
6410,2013-04-06 16:00:00+00,1,-0.30907,0.15906,1.10863,1.55208,28
6410,2013-04-06 16:00:00+00,2,0,0,0.00000,0.00000,44
6451,2013-04-06 16:00:00+00,1,1.05672,4.90850,2.41771,3.38479,6
6477,2013-04-06 16:00:00+00,1,-2.22146,-3.68598,0.12205,0.17088,14
6477,2013-04-06 16:00:00+00,2,0,0,0.00000,0.00000,17
6234,2013-04-06 16:20:00+00,1,0.33255,0.25166,1.67671,2.34739,28
6234,2013-04-06 16:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 16:20:00+00,1,0.63446,1.63088,4.29479,6.01271,28
6260,2013-04-06 16:20:00+00,2,0,0,0.04287,0.10290,45
6410,2013-04-06 16:20:00+00,1,-0.65925,0.18824,0.69453,0.97234,28
6410,2013-04-06 16:20:00+00,2,0,0,0.01031,0.02474,42
6451,2013-04-06 16:20:00+00,1,0.48570,5.82540,1.52199,2.13078,8
6477,2013-04-06 16:20:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 16:20:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 16:40:00+00,1,0.03120,-0.17933,1.57707,2.20790,28
6234,2013-04-06 16:40:00+00,2,0,0,0.00444,0.01066,48
6260,2013-04-06 16:40:00+00,1,0.89531,1.50425,4.22915,5.92081,28
6260,2013-04-06 16:40:00+00,2,0,0,0.04793,0.11503,42
6410,2013-04-06 16:40:00+00,1,-1.32994,-0.28421,0.64101,0.89741,28
6410,2013-04-06 16:40:00+00,2,0,0,0.00430,0.01033,43
6451,2013-04-06 16:40:00+00,1,0.12708,5.10325,1.24371,1.74119,7
6477,2013-04-06 16:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 16:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 17:00:00+00,1,0.29004,-0.39071,1.30645,1.82902,28
6234,2013-04-06 17:00:00+00,2,-0.54826,-0.29501,0.03732,0.08956,48
6260,2013-04-06 17:00:00+00,1,1.16074,1.07806,3.41450,4.78030,28
6260,2013-04-06 17:00:00+00,2,0,0,0.02228,0.05347,48
6410,2013-04-06 17:00:00+00,1,-2.06987,-0.52491,0.57638,0.80693,28
6410,2013-04-06 17:00:00+00,2,0,0,0.00217,0.00521,44
6451,2013-04-06 17:00:00+00,1,0.35506,4.37320,1.33626,1.87077,4
6477,2013-04-06 17:00:00+00,1,0,0,0.00000,0.00000,14
6477,2013-04-06 17:00:00+00,2,0,0,0.00000,0.00000,18
6234,2013-04-06 17:20:00+00,1,0.49890,-0.31642,0.85055,1.19076,28
6234,2013-04-06 17:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 17:20:00+00,1,1.51686,0.80685,2.31979,3.24770,28
6260,2013-04-06 17:20:00+00,2,0,0,0.00261,0.00627,48
6410,2013-04-06 17:20:00+00,1,-2.04639,-1.04586,0.44234,0.61927,28
6410,2013-04-06 17:20:00+00,2,0,0,0.00000,0.00000,42
6451,2013-04-06 17:20:00+00,1,1.56553,5.81709,1.85258,2.59361,4
6477,2013-04-06 17:20:00+00,1,-2.42835,-5.78313,0.31636,0.44291,7
6477,2013-04-06 17:20:00+00,2,0,0,0.00000,0.00000,7
6234,2013-04-06 17:40:00+00,1,1.07264,0.20889,1.19471,1.67260,28
6234,2013-04-06 17:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 17:40:00+00,1,1.30318,1.28281,4.76488,6.67083,28
6260,2013-04-06 17:40:00+00,2,0,0,0.00000,0.00000,47
6410,2013-04-06 17:40:00+00,1,-1.10157,-1.37457,0.45230,0.63322,28
6410,2013-04-06 17:40:00+00,2,0,0,0.00000,0.00000,43
6451,2013-04-06 17:40:00+00,1,1.13876,5.21932,1.33950,1.87530,5
6477,2013-04-06 17:40:00+00,1,-2.90817,-4.78087,0.46500,0.65100,7
6477,2013-04-06 17:40:00+00,2,0,0,0.00000,0.00000,10
6234,2013-04-06 18:00:00+00,1,1.02202,0.52594,1.27879,1.79030,28
6234,2013-04-06 18:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 18:00:00+00,1,1.59239,1.40518,7.05836,9.88170,28
6260,2013-04-06 18:00:00+00,2,0,0,0.01014,0.02433,48
6410,2013-04-06 18:00:00+00,1,0.28258,-0.39705,0.66757,0.93460,28
6410,2013-04-06 18:00:00+00,2,1.28201,1.32564,0.08984,0.21561,38
6451,2013-04-06 18:00:00+00,1,3.80654,6.16559,0.86847,1.21585,5
6477,2013-04-06 18:00:00+00,1,-2.62934,-4.64219,0.30307,0.42429,14
6477,2013-04-06 18:00:00+00,2,0,0,0.00000,0.00000,16
6234,2013-04-06 18:20:00+00,1,0.81162,0.74729,1.63051,2.28271,28
6234,2013-04-06 18:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 18:20:00+00,1,1.82049,1.44741,8.13846,11.39384,28
6260,2013-04-06 18:20:00+00,2,-0.61947,1.34573,0.30298,0.72715,47
6410,2013-04-06 18:20:00+00,1,0.90442,-0.06967,1.04008,1.45611,28
6410,2013-04-06 18:20:00+00,2,2.04758,0.07461,0.08692,0.20862,38
6451,2013-04-06 18:20:00+00,1,0,0,0.67689,0.94765,4
6477,2013-04-06 18:20:00+00,1,-3.28447,-4.24074,0.61653,0.86314,7
6477,2013-04-06 18:20:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 18:40:00+00,1,0.92687,0.83138,2.52462,3.53446,28
6234,2013-04-06 18:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 18:40:00+00,1,2.42176,1.07215,6.43617,9.01063,28
6260,2013-04-06 18:40:00+00,2,0.38740,1.15657,0.49841,1.19619,48
6410,2013-04-06 18:40:00+00,1,1.23183,-0.07344,0.67876,0.95026,28
6410,2013-04-06 18:40:00+00,2,0,0,0.03093,0.07423,39
6451,2013-04-06 18:40:00+00,1,5.37468,1.40528,1.11048,1.55468,11
6477,2013-04-06 18:40:00+00,1,0,0,0.34301,0.48022,7
6477,2013-04-06 18:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 19:00:00+00,1,2.16627,1.25263,4.19066,5.86693,28
6234,2013-04-06 19:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 19:00:00+00,1,4.29273,0.96776,10.57505,14.80507,28
6260,2013-04-06 19:00:00+00,2,0.92122,0.98720,0.28092,0.67421,48
6410,2013-04-06 19:00:00+00,1,2.27527,0.01598,1.78310,2.49634,28
6410,2013-04-06 19:00:00+00,2,0,0,0.01864,0.04473,39
6451,2013-04-06 19:00:00+00,1,5.61781,1.81986,5.19126,7.26776,16
6477,2013-04-06 19:00:00+00,1,0,0,0.08560,0.11984,14
6477,2013-04-06 19:00:00+00,2,0,0,0.00649,0.01557,17
6234,2013-04-06 19:20:00+00,1,2.67179,1.84427,5.98124,8.37374,28
6234,2013-04-06 19:20:00+00,2,0,0,0.01465,0.03515,48
6260,2013-04-06 19:20:00+00,1,6.20341,1.62709,30.59296,42.83014,28
6260,2013-04-06 19:20:00+00,2,1.15999,1.60863,0.29092,0.69821,48
6410,2013-04-06 19:20:00+00,1,3.86812,0.82161,4.38114,6.13359,28
6410,2013-04-06 19:20:00+00,2,1.62923,1.38611,0.03172,0.07613,35
6451,2013-04-06 19:20:00+00,1,6.49500,1.61885,7.97775,11.16885,25
6477,2013-04-06 19:20:00+00,1,0,0,0.06342,0.08878,7
6477,2013-04-06 19:20:00+00,2,0,0,0.00000,0.00000,7
6234,2013-04-06 19:40:00+00,1,2.53475,2.13967,7.31819,10.24546,28
6234,2013-04-06 19:40:00+00,2,0.87868,0.66958,0.13215,0.31715,48
6260,2013-04-06 19:40:00+00,1,7.24380,2.11718,30.19853,42.27794,28
6260,2013-04-06 19:40:00+00,2,3.55257,2.04785,0.67533,1.62079,48
6410,2013-04-06 19:40:00+00,1,4.04024,1.30510,4.25213,5.95298,28
6410,2013-04-06 19:40:00+00,2,2.18450,1.33894,0.16671,0.40010,37
6451,2013-04-06 19:40:00+00,1,6.08437,2.12410,7.67695,10.74773,26
6477,2013-04-06 19:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 19:40:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 20:00:00+00,1,2.38250,2.12466,9.72804,13.61926,28
6234,2013-04-06 20:00:00+00,2,0.74438,0.32162,0.12965,0.31116,48
6260,2013-04-06 20:00:00+00,1,7.45032,2.68879,21.19906,29.67869,28
6260,2013-04-06 20:00:00+00,2,4.65806,2.05673,1.20142,2.88341,46
6410,2013-04-06 20:00:00+00,1,3.69096,1.64455,3.44430,4.82202,28
6410,2013-04-06 20:00:00+00,2,2.45951,1.94546,0.29703,0.71287,39
6451,2013-04-06 20:00:00+00,1,5.32396,2.05269,8.20812,11.49137,20
6477,2013-04-06 20:00:00+00,1,0,0,0.00000,0.00000,14
6477,2013-04-06 20:00:00+00,2,0,0,0.00000,0.00000,17
6234,2013-04-06 20:20:00+00,1,1.98742,2.28982,9.65580,13.51813,28
6234,2013-04-06 20:20:00+00,2,0,0,0.12144,0.29146,48
6260,2013-04-06 20:20:00+00,1,7.28066,2.94574,17.11640,23.96296,28
6260,2013-04-06 20:20:00+00,2,4.01099,1.80141,1.06081,2.54593,47
6410,2013-04-06 20:20:00+00,1,3.68255,1.91524,3.09399,4.33159,28
6410,2013-04-06 20:20:00+00,2,3.40735,1.89331,0.16427,0.39425,37
6451,2013-04-06 20:20:00+00,1,5.22777,2.32109,8.87626,12.42676,28
6451,2013-04-06 20:20:00+00,2,0,0,0.35761,0.85827,2
6477,2013-04-06 20:20:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 20:20:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 20:40:00+00,1,1.79083,2.13729,9.00082,12.60115,28
6234,2013-04-06 20:40:00+00,2,0,0,0.10027,0.24064,48
6260,2013-04-06 20:40:00+00,1,7.10546,3.33562,15.17991,21.25187,28
6260,2013-04-06 20:40:00+00,2,4.13234,1.78087,0.70151,1.68362,48
6410,2013-04-06 20:40:00+00,1,3.81406,2.09154,3.37001,4.71802,28
6410,2013-04-06 20:40:00+00,2,3.11161,1.67588,0.11293,0.27102,39
6451,2013-04-06 20:40:00+00,1,5.35554,2.57320,9.63888,13.49443,28
6451,2013-04-06 20:40:00+00,2,0,0,0.51329,1.23189,3
6477,2013-04-06 20:40:00+00,1,0,0,0.00000,0.00000,7
6477,2013-04-06 20:40:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 21:00:00+00,1,1.71976,2.27249,8.51211,11.91696,28
6234,2013-04-06 21:00:00+00,2,0,0,0.06876,0.16502,48
6260,2013-04-06 21:00:00+00,1,6.77656,3.55582,13.71501,19.20102,28
6260,2013-04-06 21:00:00+00,2,3.48827,1.85841,0.53464,1.28314,46
6410,2013-04-06 21:00:00+00,1,4.27685,2.39174,3.55514,4.97719,28
6410,2013-04-06 21:00:00+00,2,3.29446,1.41664,0.12581,0.30195,35
6451,2013-04-06 21:00:00+00,1,5.24351,2.49362,10.59785,14.83699,28
6451,2013-04-06 21:00:00+00,2,0,0,0.36514,0.87633,3
6477,2013-04-06 21:00:00+00,1,0.83504,-0.17264,0.27666,0.38733,14
6477,2013-04-06 21:00:00+00,2,0,0,0.00000,0.00000,16
6234,2013-04-06 21:20:00+00,1,2.01680,2.70341,8.45704,11.83985,28
6234,2013-04-06 21:20:00+00,2,0,0,0.01137,0.02728,48
6260,2013-04-06 21:20:00+00,1,6.63111,3.78728,13.18740,18.46235,28
6260,2013-04-06 21:20:00+00,2,4.00519,2.49495,0.35847,0.86033,47
6410,2013-04-06 21:20:00+00,1,5.39564,2.59202,4.06997,5.69796,28
6410,2013-04-06 21:20:00+00,2,3.70488,2.36975,0.13413,0.32190,35
6451,2013-04-06 21:20:00+00,1,5.25634,3.00432,9.39141,13.14798,28
6451,2013-04-06 21:20:00+00,2,0,0,0.43307,1.03936,3
6477,2013-04-06 21:20:00+00,1,0.87078,-0.20904,0.93313,1.30639,7
6477,2013-04-06 21:20:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 21:40:00+00,1,2.26248,2.91693,9.13272,12.78581,28
6234,2013-04-06 21:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 21:40:00+00,1,6.79970,3.96995,12.20181,17.08254,28
6260,2013-04-06 21:40:00+00,2,3.96184,2.68797,0.26821,0.64370,48
6410,2013-04-06 21:40:00+00,1,6.96911,2.82109,6.05199,8.47279,28
6410,2013-04-06 21:40:00+00,2,5.13294,2.74404,0.21473,0.51535,35
6451,2013-04-06 21:40:00+00,1,5.23024,3.73617,8.34389,11.68145,28
6451,2013-04-06 21:40:00+00,2,0,0,0.41680,1.00033,2
6477,2013-04-06 21:40:00+00,1,0.72697,-0.52273,0.79867,1.11813,7
6477,2013-04-06 21:40:00+00,2,0,0,0.00000,0.00000,9
6234,2013-04-06 22:00:00+00,1,2.36599,2.89241,9.67795,13.54914,28
6234,2013-04-06 22:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 22:00:00+00,1,6.87250,3.96557,12.46312,17.44837,28
6260,2013-04-06 22:00:00+00,2,3.57776,2.71078,0.28107,0.67458,47
6410,2013-04-06 22:00:00+00,1,8.73242,2.95402,8.67122,12.13971,28
6410,2013-04-06 22:00:00+00,2,8.23344,2.21547,0.36466,0.87520,37
6451,2013-04-06 22:00:00+00,1,5.24548,4.39553,7.87555,11.02577,28
6451,2013-04-06 22:00:00+00,2,0,0,0.26768,0.64242,2
6477,2013-04-06 22:00:00+00,1,0.61295,-0.54546,0.77106,1.07948,14
6477,2013-04-06 22:00:00+00,2,0,0,0.00000,0.00000,18
6234,2013-04-06 22:20:00+00,1,2.90761,3.05989,10.14282,14.19995,28
6234,2013-04-06 22:20:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 22:20:00+00,1,7.00424,3.92492,13.19681,18.47554,28
6260,2013-04-06 22:20:00+00,2,3.60898,2.59875,0.22919,0.55007,46
6410,2013-04-06 22:20:00+00,1,9.71355,3.13258,10.64936,14.90910,28
6410,2013-04-06 22:20:00+00,2,9.56601,1.53999,0.63309,1.51941,33
6451,2013-04-06 22:20:00+00,1,5.45754,4.46352,6.81671,9.54340,28
6451,2013-04-06 22:20:00+00,2,0,0,0.21296,0.51109,2
6477,2013-04-06 22:20:00+00,1,0.84760,-0.43563,0.98956,1.38538,7
6477,2013-04-06 22:20:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 22:40:00+00,1,3.52275,2.88973,10.92456,15.29439,28
6234,2013-04-06 22:40:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 22:40:00+00,1,7.13473,3.97509,12.91094,18.07532,28
6260,2013-04-06 22:40:00+00,2,3.94306,2.59775,0.28792,0.69101,44
6410,2013-04-06 22:40:00+00,1,10.21312,3.35914,11.29994,15.81992,28
6410,2013-04-06 22:40:00+00,2,9.03403,0.67569,0.71961,1.72706,35
6451,2013-04-06 22:40:00+00,1,5.49012,4.71197,6.24367,8.74114,28
6451,2013-04-06 22:40:00+00,2,0,0,0.36133,0.86719,2
6477,2013-04-06 22:40:00+00,1,1.28510,-0.71072,1.42092,1.98929,7
6477,2013-04-06 22:40:00+00,2,0,0,0.00000,0.00000,8
6234,2013-04-06 23:00:00+00,1,4.98415,2.64284,11.88615,16.64062,28
6234,2013-04-06 23:00:00+00,2,0,0,0.00000,0.00000,48
6260,2013-04-06 23:00:00+00,1,7.31632,3.96257,13.63687,19.09161,28
6260,2013-04-06 23:00:00+00,2,3.47139,2.66535,0.27625,0.66299,45
6410,2013-04-06 23:00:00+00,1,10.29838,3.45734,11.70469,16.38657,28
6410,2013-04-06 23:00:00+00,2,9.04852,1.29085,0.47972,1.15133,36
6451,2013-04-06 23:00:00+00,1,5.73465,4.88487,5.84782,8.18694,21
6451,2013-04-06 23:00:00+00,2,0,0,0.64406,1.54574,2
6477,2013-04-06 23:00:00+00,1,1.37733,0.34552,2.05293,2.87410,14
6477,2013-04-06 23:00:00+00,2,0,0,0.04719,0.11325,16
6234,2013-04-06 23:20:00+00,1,6.27451,2.02592,15.09965,21.13951,28
6234,2013-04-06 23:20:00+00,2,0.34906,0.19704,0.04908,0.11779,48
6260,2013-04-06 23:20:00+00,1,7.73751,3.84905,14.95002,20.93003,28
6260,2013-04-06 23:20:00+00,2,3.43769,1.97387,0.37216,0.89319,43
